Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7.25882E+11,8.20758E+11,9.90362E+11,1.28193E+12,1.45165E+12,1.69076E+12,1.76994E+12,2.00476E+12,2.44253E+12,2.95264E+12,3.30296E+12,2.87979E+12,2.77719E+12,2.70189E+12,2.60322E+12,2.67748E+12,3.74379E+12,4.63094E+12,5.08394E+12,5.19305E+12,6.49776E+12,6.73592E+12,7.40634E+12,6.76116E+12,7.16193E+12,8.29583E+12,8.43136E+12,7.73377E+12,7.96983E+12,7.92588E+12,7.27664E+12,7.39388E+12,8.08374E+12,9.93218E+12,1.14189E+13,1.19101E+13,1.27126E+13,1.47274E+13,1.62952E+13,1.47626E+13,1.4556E+13,1.57648E+13,1.4642E+13,1.52948E+13,1.56506E+13,1.35531E+13,1.3889E+13,1.47647E+13,1.59799E+13,1.56926E+13,1.53705E+13,1.71879E+13,1.66414E+13
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,47573059714,53047000529,64779731305,65674584279,75186521184,92162608018,1.37116E+11,1.53853E+11,1.81038E+11,1.99023E+11,2.21697E+11,2.78372E+11,3.49251E+11,4.87074E+11,4.66093E+11,3.96969E+11,3.587E+11,3.66451E+11,3.55577E+11,3.66343E+11,3.83896E+11,3.81331E+11,5.51464E+11,3.81634E+11,3.47775E+11,3.26483E+11,3.1438E+11,3.61979E+11,3.74178E+11,4.24022E+11,4.19788E+11,4.52381E+11,5.25923E+11,5.24821E+11,5.15129E+11,5.40102E+11,6.81202E+11,8.56244E+11,1.06063E+12,1.29158E+12,1.63623E+12,1.51232E+12,1.78942E+12,1.68295E+12,1.88603E+12,1.95774E+12,2.07705E+12,1.65906E+12,1.55535E+12,1.64554E+12,1.73029E+12,1.82639E+12,1.66307E+12,1.78349E+12,1.89255E+12
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,1.09059E+11,1.19012E+11,1.41438E+11,1.27774E+11,1.12533E+11,89214114708,1.033E+11,1.3419E+11,1.32129E+11,1.26912E+11,1.34039E+11,1.35264E+11,1.2602E+11,1.29533E+11,1.40404E+11,1.71652E+11,1.97479E+11,2.04885E+11,2.17089E+11,2.56378E+11,2.85716E+11,2.53498E+11,2.49424E+11,2.75604E+11,2.5829E+11,2.71362E+11,2.74863E+11,2.34534E+11,2.40771E+11,2.55648E+11,2.75708E+11,2.68515E+11,2.71886E+11,2.96388E+11,2.80826E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656759.4,425950581.3,558587216.6,684282380.9,694540494.6,719501505.2,829268135.2,1019691156,1202619308,1235627374,1194060371,1123084823,1178001041,1141168780,1290267530,1177947649,1110009264,1182660000,1337017259,1383883719,1532411209,1636101247,1825732093,1970301019,2128696644,2090221137,1653146994,1936459986,1678219508,1652462063,1833279985,2300492002,2708078477,2980403465,3076305453,3378314600,3523185920,2870624636,3140167239,3779412255,3972028510,4189968870,4857103847,4682480304,4930213788,5353468388,5581425891,5481692622,4477030180,4296235428,4943248200
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478001,67461644222,75607529810,84759195106,94007851047,1.01537E+11,1.10046E+11,1.18973E+11,1.29785E+11,1.41903E+11,1.48456E+11,1.65967E+11,2.03494E+11,2.6443E+11,2.85552E+11,3.60832E+11,3.72319E+11,4.10279E+11,5.06708E+11,6.13953E+11,7.01288E+11,6.15552E+11,5.84878E+11,5.59869E+11,5.30684E+11,5.53138E+11,7.71471E+11,9.34173E+11,1.01885E+12,1.02521E+12,1.26918E+12,1.26928E+12,1.40147E+12,1.32282E+12,1.39398E+12,1.60109E+12,1.60568E+12,1.45288E+12,1.50311E+12,1.49315E+12,1.36564E+12,1.37766E+12,1.50141E+12,1.84454E+12,2.11963E+12,2.19695E+12,2.32054E+12,2.66059E+12,2.9303E+12,2.70089E+12,2.64519E+12,2.86516E+12,2.68367E+12,2.81188E+12,2.85596E+12,2.43919E+12,2.47296E+12,2.59515E+12,2.79096E+12,2.72887E+12,2.63901E+12,2.95788E+12,2.78291E+12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104744290,1127684827,1067109509,1160268142,1275093662,1501941505,1724770867,1759739599,2017680722,2339015385,2489873331,2296065313,2331796784,2505740886,2427200583,2690110671,2914012852,2573906036,2813278761,2980057168,3188601035,3275684065,3248670978,3649878680,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119.1
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662992036,5080483628,5023265411,5335451104,6511903364,7770219004,9582783997,10327598309,12455409575,15571348329,12113699059,14372593014,18210307754,17170464001,17595744804,18203966900,14383107763,14023890264,14929487496,16867326390,16874405460,15314577168,20217946921,21071739228
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233970838,77741969043,81247567647,86561965531,94407562407,1.01825E+11,1.08573E+11,1.13117E+11,1.0776E+11,1.16465E+11,1.30682E+11,1.48107E+11,1.69969E+11,1.92552E+11,2.06152E+11,2.41735E+11,2.3261E+11,2.63079E+11,3.3588E+11,4.39012E+11,5.64954E+11,5.40721E+11,5.15007E+11,4.896E+11,4.61483E+11,4.89256E+11,6.01455E+11,7.4513E+11,9.10171E+11,9.26926E+11,1.09321E+12,1.14277E+12,1.17971E+12,1.06146E+12,1.14044E+12,1.34625E+12,1.42171E+12,1.56172E+12,1.655E+12,1.68941E+12,1.66605E+12,1.64877E+12,1.78578E+12,2.0567E+12,2.42305E+12,2.54481E+12,2.70998E+12,3.093E+12,2.93168E+12,2.41757E+12,2.4914E+12,2.6664E+12,2.70634E+12,2.78632E+12,3.06522E+12,2.93486E+12,2.69966E+12,2.68349E+12,2.87815E+12,2.85706E+12,2.70461E+12,3.12248E+12,3.07067E+12
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2514070772,2693768413,3095047604,3510520231,3613498183,2800026344,3057475335,3219462780,3395766678,3991377904,5125365192,6410912050,7745249284,10172933118,12795147992,10766919442,12243219360,15107482383,16488819133,17190068236,17627336228,14953675993,15141598623,16242647230,17596922470,17470436259,15842922533,18629365612,24605375420
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,3006766758,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5735921420,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10744562615,20885042153,24827333947,28679383241,26048726186,32197648061,39336668081,41271708600,62824629066,54783320577,49406014245,56164933479,60405920071,67298913752,68337974419,70043095503,79156409410,72838798788
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295815,2432029297,2666750820,3015058206,3284620422,3279096492,3383092770,3693710533,3868968366,3783700462,3588375622,3461282460,2995361112,2829435908,2950198724,3446441785,3635458214,2937071740,4220019243,6281917650,6964179188,6716904516,6853467833,6785137215,7638045226,8376613880,8778473643,8794202395,8595955601,10324668271,11857030366,13442861497,14177835841,16091817842,21227749389
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212088.42,46695008.77,41160065.83,45168072.25,52296083.65,55728655.8,59160575.51,75187768.35,95796033.66,115179737.7,112190822.6,138093106.3,171833061.6,207112649.7,241083112.7,218767720.5,216050534.8,213448615.7,177340879.5,225726370.2,185646984.5,220626480.9,266672202.5,284120331.6,317083688.2,690311093.2,714254263.1,755040935,746493955,785999879.7,848239405.6,803633368.7,840285264.6,814724055.9,782913866,687410630.5,578235309.3,487038679.4,961900640.7,1027701056,1054112488,1279703030,1561766956,1450142497,1543294945,1409693594,1415004743,1375609460,1229461732,1378176606,1484578897,1504909448,1670671340,1813609679,1812170878,2038414974,2273060863
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268551010.9,206457553.4,224446663.8,371095522,392621389.5,417806651.1,477458577.2,532062894.8,587029096,592365659.8,696910784,868154627.9,830126428.8,849878489.1,1099818592,989271155.1,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118570.01,76407395.97,93345859.41,100534656.9,88265974.73,112119411.5,110906028.6,134707184,136047906,100807002.6,141853360.9,232463022.7,442337870.4,370687634.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012124,11364133546,10099157996,12269393392,11813908448
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42589E+11,1.30458E+11,1.36309E+11,1.54564E+11,2.0237E+11,2.40964E+11,2.47875E+11,2.73547E+11,3.18903E+11,3.55909E+11,3.31309E+11,2.97125E+11,2.82996E+11,2.42029E+11,2.38908E+11,2.35458E+11,1.95684E+11,1.93148E+11,1.99844E+11,2.12049E+11,2.05257E+11,1.88926E+11,2.14874E+11,2.19066E+11
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1256413185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.61,88571004.74,106101302.9,140153748.3,169918948.7,211192468,240779417.8,282269764.9,355987433.5,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1558759744,1822499871,1849802648,2013106817,2249811365,2499092396,2529964061,2503167187,2684461608,2609678695,2684947140,2842065877,2499113085,2707146783,2851610656,3055791341,2997331094,3082909158,3235816195,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499902,3645900004,4365300204,5480500205,6070600206,6902600207,7878700008,8607500309,8716999709,9050000409,9470000104,9721652087,7231963516,7084399840,7841602824,8410724361,7650196277,9406135143,10440781588,11400018313,12983233687,14655404433,15674835615,17790026222,19395491993,18318412251,19288928616,18405221418,20444205991,21576351799,23577298589,26783388709,29744247479,33567850095,38503718527,37126146369,40676579265,46876004265,49593926849,52996447956,57852150565,62186064719,66053402745,71653756504,73328369926,77172313916,77715183063,86053079767,95003333381
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216241.1,185849535.3,194949512.5,175757893.9,194774513,213235294.1,228705882.4,250176470.6,229749999.9,249299999.9,267799999.9,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000.2,489333333.5,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167448.9,726131434.7,743063949,787814379.2,824880550.3,2379817987,2730971600,3025187428,3165663153,3432912511,3691384318,4063088529,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595,8044498801,15357537068
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.07031E+12,1.13327E+12,1.22298E+12,1.31695E+12,1.43755E+12,1.56124E+12,1.71268E+12,1.83738E+12,1.99182E+12,2.19132E+12,2.39446E+12,2.65821E+12,3.08342E+12,3.73078E+12,4.20661E+12,4.69379E+12,5.11471E+12,5.79202E+12,6.94023E+12,8.02429E+12,8.96257E+12,9.09857E+12,9.01407E+12,9.30727E+12,9.70851E+12,1.01941E+13,1.23776E+13,1.43454E+13,1.61512E+13,1.68998E+13,1.8985E+13,2.0077E+13,2.15953E+13,2.17619E+13,2.34257E+13,2.60165E+13,2.62406E+13,2.57917E+13,2.58885E+13,2.71948E+13,2.77641E+13,2.74891E+13,2.86609E+13,3.21255E+13,3.57716E+13,3.78311E+13,3.99625E+13,4.37561E+13,4.66239E+13,4.36694E+13,4.57598E+13,4.94125E+13,4.94461E+13,5.0054E+13,5.11341E+13,4.82736E+13,4.93063E+13,5.15709E+13,5.48397E+13,5.53155E+13,5.3938E+13,6.00167E+13,6.15358E+13
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710090551,8030117556,9388694745,10048090237,12876366009,15719433720,18315137713,22526186035,28861855877,31055224237,32291217617,29907228557,33511383986,35699772166,41075395130,50622896163,59707404561,68790222118,76928784621,88960001716,1.04273E+11,1.20354E+11,1.35812E+11,1.44652E+11,1.59718E+11,1.77353E+11,1.68885E+11,1.65768E+11,1.71669E+11,1.69404E+11,1.66349E+11,1.61386E+11,1.691E+11,1.81569E+11,1.93535E+11,2.11597E+11,2.19279E+11,2.14048E+11,2.28639E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.9146E+11,3.09386E+11,3.2086E+11,3.41273E+11,3.61731E+11,3.63075E+11,3.44943E+11,3.68911E+11,3.59839E+11
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335649999.8,356199999.8,387749999.8,410199999.8,456999999.8,508649999.7,549949999.7,598099999.7,646799999.7,668000049.7,722999999.6,730999999.7,802996251.6,912499599.5,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255253,8230391505,8869299234,9757012869,10917476874,12361257681,13881731631,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20979791685,21717604581,23136248046,24067750466,25089937109,23827859695,28488721296,31717700115
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17292450315,17719500927,19291312492,23352325840,20816472041,24323923266,26501609734,25920628323,27476506890,30548727422,31962960654,34354320284,37368293667,46136646050,54947655240,62791627879,66675385980,78348289023,92606200588,1.02275E+11,1.11361E+11,1.09357E+11,1.07883E+11,1.03238E+11,1.03775E+11,1.03167E+11,1.18612E+11,1.30456E+11,1.37682E+11,1.40602E+11,1.62561E+11,1.76589E+11,1.33059E+11,1.37975E+11,1.16859E+11,1.36472E+11,1.48315E+11,1.54577E+11,1.6306E+11,1.63833E+11,1.77568E+11,1.72627E+11,1.86798E+11,2.11521E+11,2.43387E+11,2.79221E+11,3.29711E+11,3.94094E+11,4.69266E+11,4.74595E+11,5.24406E+11,5.88453E+11,6.09296E+11,6.77647E+11,7.19694E+11,6.98814E+11,7.31975E+11,8.0985E+11,7.71242E+11,7.99161E+11,8.08664E+11,8.98772E+11,9.7011E+11
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22778305790,24147539210,24172608178,25885225294,23770159784,22128719418,23063323723,26757255952,35254833028,41855265955,45025328214,49532592593,59172904661,68342061762,61941466003,58693611581,62599775593,57231455635,59363124069,59214461630,50742086223,52391038979,55937483558,61330483610,61329267533,57624938982,68843674641,70964606465
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187199.8,271065999.8,281896799.8,294883399.8,325281199.7,353251799.7,368948599.7,369124199.7,367968799.7,391820399.7,331199999.7,362799999.7,371998971.9,466798975,565399296.7,681400000.1,879000000.2,947000000.2,974200000.2,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473562850,2257129874,1878253818,2167569095,2813313279,2907517543,3338949152,3723903724,4153725967,6813565983,6331970413,6205847137,5071947798,6087360735,7030149791,7638739124,9228637766,10432962725,11597002930,11859312627,13008746039,13708925403,14902488489,15146883647,14849629408,14069277532,15093357143,16403864521,15016090930,14508222518,20877414952,20253551885
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658765340,47296961369,48706794879,49073373276,47218411470,53749989092,67608919144,85285075492,1.04121E+11,1.13211E+11,1.15716E+11,1.40187E+11,1.58326E+11,1.31069E+11,1.32175E+11,1.41942E+11,1.28814E+11,1.35684E+11,1.41034E+11,1.25174E+11,1.2861E+11,1.43112E+11,1.60566E+11,1.6402E+11,1.57227E+11,1.82275E+11,1.78789E+11
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3.12848E+11,3.09559E+11,3.17297E+11,3.40356E+11,3.85695E+11,4.2295E+11,4.36648E+11,4.48216E+11,4.73404E+11,5.28434E+11,5.74979E+11,6.27487E+11,7.06117E+11,9.14768E+11,1.15254E+12,1.24489E+12,1.34887E+12,1.52771E+12,1.69172E+12,1.97076E+12,2.33323E+12,2.51642E+12,2.49106E+12,2.45232E+12,2.54596E+12,2.64252E+12,2.75509E+12,2.83671E+12,3.03719E+12,3.1641E+12,3.63844E+12,3.5176E+12,3.70186E+12,3.97796E+12,4.33271E+12,4.89714E+12,5.34874E+12,5.67148E+12,5.51005E+12,5.36606E+12,5.83944E+12,5.91167E+12,6.00127E+12,6.74793E+12,8.04352E+12,9.6158E+12,1.14039E+13,1.41661E+13,1.70002E+13,1.64879E+13,2.00482E+13,2.37395E+13,2.52312E+13,2.66213E+13,2.75195E+13,2.57743E+13,2.59721E+13,2.8689E+13,3.05201E+13,3.11819E+13,3.00366E+13,3.56156E+13,3.76357E+13
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.51271E+11,3.50793E+11,3.62178E+11,3.90673E+11,4.33787E+11,4.77571E+11,4.96238E+11,5.08218E+11,5.36462E+11,5.99235E+11,6.57853E+11,7.09723E+11,7.9116E+11,1.01168E+12,1.28288E+12,1.4025E+12,1.51151E+12,1.70453E+12,1.8927E+12,2.20425E+12,2.61261E+12,2.93896E+12,2.88674E+12,2.77945E+12,2.84522E+12,2.94729E+12,3.06249E+12,3.17019E+12,3.36478E+12,3.49663E+12,4.01738E+12,3.91579E+12,4.06364E+12,4.33093E+12,4.68512E+12,5.30333E+12,5.80506E+12,6.14719E+12,5.99491E+12,5.86498E+12,6.39224E+12,6.46706E+12,6.59718E+12,7.41182E+12,8.82257E+12,1.0527E+13,1.24933E+13,1.544E+13,1.85213E+13,1.80031E+13,2.17985E+13,2.55217E+13,2.71064E+13,2.86593E+13,2.9717E+13,2.79223E+13,2.81626E+13,3.09783E+13,3.28936E+13,3.36394E+13,3.24509E+13,3.82462E+13,4.04488E+13
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,38320022083,40400043936,43393750352,48370130959,47330394530,53468536046,57924073848,58466985790,61480692437,68985085299,80115065650,80333811804,83918830281,97248051627,1.29653E+11,1.54661E+11,1.60506E+11,1.75376E+11,1.98705E+11,2.30921E+11,2.75938E+11,4.03364E+11,3.7974E+11,3.19871E+11,2.97177E+11,3.0342E+11,3.07389E+11,3.31097E+11,3.28078E+11,3.32445E+11,3.78626E+11,3.98383E+11,3.61568E+11,3.5253E+11,3.51486E+11,4.05263E+11,4.55586E+11,4.74752E+11,4.84446E+11,4.99098E+11,5.53225E+11,5.55728E+11,5.96914E+11,6.64924E+11,7.80117E+11,9.12148E+11,1.09062E+12,1.27445E+12,1.52148E+12,1.51576E+12,1.75074E+12,1.7821E+12,1.87505E+12,2.03805E+12,2.19744E+12,2.14672E+12,2.1889E+12,2.28878E+12,2.37351E+12,2.45726E+12,2.4135E+12,2.63095E+12,2.81327E+12
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063716104,12910262578,13806159756,14612004568,15945614584,17314264919,18833729125,18930485111,19982447045,22860809160,31424774715,29185227706,32770575917,34960184147,50396527690,57971333194,69959421027,73756383700,80183338760,98426900974,1.26263E+11,2.43041E+11,2.22135E+11,1.68564E+11,1.44657E+11,1.45317E+11,1.31018E+11,1.34041E+11,1.37621E+11,1.32645E+11,1.46299E+11,1.4692E+11,1.47612E+11,1.32706E+11,1.33301E+11,1.56254E+11,1.7245E+11,1.76072E+11,1.73821E+11,1.81554E+11,2.06737E+11,2.06419E+11,2.27772E+11,2.56312E+11,3.11522E+11,3.72742E+11,4.69295E+11,5.41265E+11,6.40036E+11,6.06966E+11,7.1559E+11,8.23906E+11,9.09186E+11,9.89607E+11,1.07698E+12,1.01784E+12,9.77322E+11,9.60024E+11,1.04886E+12,1.0697E+12,1.00257E+12,1.09604E+12,1.1733E+12
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289488375,79954072569,75929617576,84300174476,94451427898,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.1191E+12,1.05905E+12,1.18651E+12,1.3191E+12
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,27105173973,28350259477,30520380944,34907257225,32277415321,37261044148,40278560201,40746948797,42761290418,47485002147,49639453169,52395188462,52164084219,63843359723,80855093444,98887800680,91502332692,1.03027E+11,1.20581E+11,1.34168E+11,1.50499E+11,1.54584E+11,1.52771E+11,1.48795E+11,1.51192E+11,1.56912E+11,1.76286E+11,1.9735E+11,1.90498E+11,1.99981E+11,2.3263E+11,2.5228E+11,2.13916E+11,2.20373E+11,2.18693E+11,2.49492E+11,2.83807E+11,2.99523E+11,3.11717E+11,3.18572E+11,3.47409E+11,3.50283E+11,3.69953E+11,4.09446E+11,4.69275E+11,5.39967E+11,6.2135E+11,7.33405E+11,8.8188E+11,9.09364E+11,1.03574E+12,9.58377E+11,9.65873E+11,1.04844E+12,1.12046E+12,1.12888E+12,1.21157E+12,1.32875E+12,1.32464E+12,1.38756E+12,1.41093E+12,1.53488E+12,1.63993E+12
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032409189,3422735302,4466353635,5928788781,5486918995,5920366628,6565668781,6690228489,7001180246,7708459145,7084795708,6846373277,6979791187,7491654051,7314966839,6684229269,,
