Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ireland,IRL,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,98.4323,97.47802,97.73443,96.59154,96.5388,96.39257,96.18351,96.26221,95.53647,94.41132,92.6679,90.53265,89.00605,,,87.90104,88.46551,89.36452,89.96046,90.40896,89.65726,88.60121,88.2076,88.29621,88.63355,89.54941,,,99.90246,,99.99197,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,97.1615,96.58362,96.73779,95.56217,95.17833,95.53708,95.71578,95.42188,94.52886,93.17764,91.2661,89.45538,87.89659,,,86.23803,86.89797,87.78664,88.09465,88.38323,88.08033,87.3373,87.00203,87.02374,87.28873,88.103,,,99.9006,,99.65111,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,4.428239735,9.78535528,6.542007105,-5.515399064,5.476743292,2.240919123,5.126126983,5.34635768,0.442052478,-1.33951724,2.760437012,1.235969201,0.224145559,1.740678595,1.882396935,2.868592093,3.051723523,3.079167334,5.036324564,6.632181422,0.405915372,1.230361991,4.842303505,4.953401642,7.783315919,7.495794305,9.531278796,9.339095008,6.252336447,9.697456122,4.266699745,2.810441317,5.947915033,2.121158681,5.609930754,4.286773149,4.157057698,-4.097901047,-8.60443914,1.492594018,-2.199929557,-0.462477222,6.465943204,7.368984781,6.097507572,6.371386347,2.478309629,4.858973692,5.577078047,-3.831890358,,
Ireland,IRL,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,35266725661,36828420820,40432212641,43077290865,40701406368,42930517910,43892556096,46142544257,48609489716,48824369170,48170358328,49500070728,50111876357,50224199902,51098441799,52060317301,53553715447,55188026779,56887358472,59752390480,63715277421,63973907527,64761018169,67896943222,71260151522,76806554239,82563815558,90433203003,98878845750,1.05061E+11,1.15249E+11,1.20167E+11,1.23544E+11,1.30892E+11,1.33669E+11,1.41167E+11,1.47219E+11,1.53339E+11,1.47055E+11,1.34402E+11,1.36408E+11,1.33407E+11,1.3279E+11,1.41376E+11,1.51794E+11,1.6105E+11,1.71311E+11,1.75557E+11,1.84087E+11,1.94354E+11,1.86906E+11,,
Ireland,IRL,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,4269571601,4937295274,6120307687,7174508607,7511369084,9098917878,8935919094,10457189582,13234895347,16405288087,19199391511,18311709327,18489422586,17586360502,16731306312,17474529191,23837450157,28173501744,31043017679,31773026199,40444521844,40800283408,45223555413,42610489453,46433701342,55205862190,61009165830,65681234955,70922892017,75031012663,75657259354,80767015433,92285808635,1.22272E+11,1.42643E+11,1.54791E+11,1.69189E+11,1.95248E+11,1.99321E+11,1.63399E+11,1.54171E+11,1.60641E+11,1.49198E+11,1.65356E+11,1.79235E+11,1.6105E+11,1.7243E+11,1.83997E+11,2.05322E+11,2.12558E+11,2.06728E+11,,
Ireland,IRL,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,3.2136535,8.165787663,4.846836235,-7.067807408,3.755477129,0.709539256,3.712039326,3.86224961,-0.88725101,-2.468411945,1.564094826,0.283378751,-0.483869826,1.11213359,1.719440711,2.821861251,3.041040084,3.520966651,5.453357492,6.542207957,-0.169689886,0.542061643,4.319566738,4.540502639,7.232130345,6.648567238,8.438372066,8.204531705,5.061280328,8.244845697,2.619761597,1.092448364,4.236055977,0.27102806,3.333888145,1.512757687,1.189027808,-6.033269532,-9.528012152,0.941080641,-2.625480181,-0.883368925,5.906813581,6.586977747,5.099771206,5.177381748,1.368704278,3.567915422,4.143006199,-4.816491468,,
Ireland,IRL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,11925.51379,12308.75848,13313.86556,13959.16683,12972.5598,13459.74131,13555.24346,14058.41943,14601.39068,14471.83969,14114.61507,14335.38104,14376.00446,14306.44332,14465.55008,14714.27663,15129.4931,15589.58705,16138.49122,17018.58084,18131.97178,18101.20366,18199.32334,18985.45526,19847.49036,21282.88673,22697.89377,24613.22649,26632.62647,27980.57835,30287.53386,31080.99504,31420.53886,32751.53048,32840.29632,33935.15506,34448.51173,34858.11411,32755.03013,29634.12688,29913.00791,29127.64782,28870.34323,30575.66058,32589.67254,34251.67128,36025.01106,36518.08692,37821.02138,39387.94864,37490.83145,,
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1443.764173,1650.137957,2015.347379,2324.894638,2394.06186,2852.727776,2759.660627,3186.030584,3975.517511,4862.627073,5625.700747,5303.130416,5304.212114,5009.502792,4736.495689,4938.983662,6734.332712,7958.488167,8806.657253,9049.542795,11509.62467,11544.30405,12708.85065,11914.81535,12932.7881,15297.39387,16772.23316,17876.47743,19102.80077,19982.7667,19882.73318,20890.31016,23470.76617,30594.61972,35045.11076,37210.19244,39589.50707,44385.23334,44396.75752,36027.73946,33808.33366,35073.8972,32437.70382,35761.73281,38481.209,34251.67128,36260.39307,38273.76355,42183.73337,43077.31528,41466.81803,,
Ireland,IRL,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12424689,18.87833386,15.95002412,11.08803043,7.600828665,9.07248827,7.767808484,7.643979799,12.13155579,15.39770633,15.15481412,15.80379315,16.06357041,16.55834084,17.75998224,16.59801007,,
Ireland,IRL,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36827371805,38323017731,37163556191,26278632126,14973632470,16874828182,15069548459,13912043233,24384427139,33566999806,33946783625,38403217344,42729097290,49343855689,55055944950,53777552616,,
Ireland,IRL,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.07708101,18.83401778,15.9055419,11.04051316,7.550308135,9.026535052,7.721784074,7.60003987,12.09269872,15.3653478,15.12814383,15.78199711,16.0440303,16.53931116,17.74088136,16.57815083,,
Ireland,IRL,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36741058252,38233056103,37059912625,26166016183,14874107026,16789355197,14980261104,13832072563,24306324436,33496458212,33887042184,38350252970,42677120591,49287147265,54996732226,53713208676,,
Ireland,IRL,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,1.095517823,1.178501941,0.998823041,0.954904505,1.02541869,0.901749464,0.996241599,0.972907653,0.830545919,0.858617776,0.774037358,0.909773446,0.955640123,1.070091116,1.190082767,1.257100473,1.02848146,0.964068592,0.916655746,0.953647728,0.822191796,0.871959138,0.826996208,0.921466687,0.914148896,0.815374888,0.804895059,0.800047731,0.822126766,0.832439616,0.918392524,0.937140027,0.830826229,0.659421085,0.592504421,0.594644098,0.579794855,0.523917573,0.526320521,0.575409854,0.627167214,0.55828362,0.637387114,0.575591452,0.549853476,0.575835865,0.571046237,0.527918607,0.487908278,0.47768927,0.467645224,,
Ireland,IRL,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,51376203.9,63900778.31,67041694.04,75248851.64,85448190.44,89768892.02,97985338.24,112561873.5,123249703.3,159025174.1,169747357.2,188411958.8,200256492.2,214327300.1,225828679.6,249372508.7,277538490.5,308050990.2,322229096.4,344114399.5,376930567.6,405311774.8,426267244.7,447191340.9,485472241.1,515549599.3,560860532.7,598870494.4,664229008.9,717779661.7,800281449.8,874601230.6,888984064.9,936377940.1,989482383.8,1088198699,1176983555,1220727945,1247379636,1133557413,1166531018,1083070222,1160044547,1156938818,1198680577,1289872337,1387642357,1404263494,1453966669,1480836738,1515170527,,
Ireland,IRL,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,8.70780667,8.797277415,8.66456638,8.435220033,9.152173836,8.493132892,9.075755353,9.517065333,10.70856085,11.1318835,12.22425416,11.40634161,11.67352659,11.96205027,11.50589782,11.59247376,11.54309308,11.7793283,11.38918752,11.49976539,11.58672891,12.11639254,12.17495766,12.11900347,12.4949245,12.63309362,12.38358755,12.16944725,12.20504139,12.97661008,13.12126807,13.42631952,13.72945659,13.87966732,14.5432899,15.3591582,16.34193385,15.91459784,15.8741632,17.02553026,17.02693892,17.11698343,17.98712416,17.72236972,17.76973971,28.10065771,28.9765332,30.69404777,30.95326741,31.35856169,36.18553627,,
Ireland,IRL,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,408367660.9,477006319.9,581571694.5,664716333.1,762651100.7,845488864,892645879.2,1101089811,1589107739,2061743607,2680794172,2362226744,2446213202,2395865081,2183345379,2299612740,3114934739,3763875076,4003605084,4149577192,5311889910,5632048969,6275464875,5881399174,6635613766,7987720064,8629032357,9109360122,9860939800,11189216146,11433790185,12530331901,14690518554,19709127597,24287294133,28107259514,33174125718,37081012977,37621766787,33540294606,31670106392,33206947852,32736565967,35621963132,38738032565,62945473275,70412975668,81646167070,92240736896,97211541252,1.17241E+11,,
Ireland,IRL,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,4.0104651,3.6,3.8,3.8,3.9,5.0382538,3.7,4.4,4.3,4.6,4.7,5.1,5,5.2,5.3,5.3,5.3,5.6,5.3,5.1,4.8,5.1,5.3,5.4,5.5,5.2,5.1,5.6613754,4.458234952,4.34,4.26,4.21,4.42,4.56,4.9,4.83,4.81,4.95,5.7,6.77,6.65,6.67,6.74,5.956797215,5.434745721,4.546746218,4.263598113,4.186665098,4.186665098,4.186665098,4.186665098,,
Ireland,IRL,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,188077700.2,195199340.8,255058631,299449457.9,324987193.9,501556673.6,363913484.3,509063981.3,638102857.1,851969084.5,1030715857,1056198105,1047761011,1041501928,1005721648,1051367272,1430219267,1789380506,1863092245,1840284820,2200540961,2370627201,2731834045,2620640849,2920856042,3287883838,3553741179,4237785516,3601985857,3742209852,3712137115,3929051235,4729400000,6475200000,8183000000,8838900000,9764300000,11533500000,13509000000,13336900000,12369000000,12939800000,12266800000,11973162401,11847745671,10184711528,10360543414,11136529160,12476261991,12978661803,13564794917,,
Ireland,IRL,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0,6.24E-06,5.21E-06,5.04E-06,1.32E-05,0.000516249,0.000497888,0.000369663,0.024401119,0.044164234,0.110479308,0.137245029,0.077301188,0.232951835,0.320384005,0.317467565,0.121860136,0.044262291,0.054370913,0.068519013,0.086319024,0.073755368,0.045914549,0.078984676,0.062478901,0.055280578,0.061711639,0.050753074,0.012571718,0.006731893,0.029701621,0.03137939,0.022124123,0.013262124,0.01395382,0.008004452,0.015502114,0.00977466,0.017719686,0.010789297,0.007942904,0.008823989,0.008549991,0.006471116,0.002955166,0.001490185,0.05274028,0.085682637,0.109965713,0.060187258,0,,
Ireland,IRL,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,0,338.1868557,349.7501087,397.4768162,1100.687903,51392.4023,48969.72784,42768.69573,3621028.809,8179687.464,24228249.99,28423125.49,16198634.24,46657651.08,60795684.79,62976416.52,32884285.8,14143228.55,19112835.28,24724411.52,39572614.38,34283623.94,23666212.88,38331568.16,33180341.25,34953099.89,43001410.69,37990881.72,10157192.84,5804644.455,25881804.71,29285328.25,23672811.3,18832216.34,23302879.32,14648148.05,31469291.53,22774957.05,41995656.72,21254914.65,14773801.75,17118539.37,15560983.19,13006943.55,6442262.406,3338014.253,128158879.3,227915815.2,327697825.1,186580499.8,0,,
Ireland,IRL,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2307628,31.23610579,27.70272088,21.76999066,18.48643988,20.2004313,18.87841608,19.57693981,24.49294567,28.25058899,39.28100718,41.20067217,43.33233276,43.81166607,45.59912979,49.12600722,,
Ireland,IRL,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,,,,,,,,,,,0.250204391,0.145733688,0.151808706,0.520587023,0.707832113,0.105597991,0.070007956,0.097788536,0.080711159,0.247586558,0.117239112,0.035768476,0.016157252,0,0.002280616,0,0,0.005330499,0.2473446,0.378805591,0.106051724,0.035002767,0.041424945,0.00034184,0.007490703,0,0,0.034413221,0,0,0.025749041,0,0,0,0.027916387,0.045045211,0.298051175,0.278173806,0.006346506,0.019868834,0.077353771,0.069349612,0.027243899,0.00465551,0.009201265,0.000581775,0.011748628,0.04852838,0.0369144,0.014115601,0.009547614,,
Ireland,IRL,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,,,,,,,,,,,11733767.85,7901977.733,10189505.43,41023553.08,58983685.2,10512248.7,6885632.184,11313777.63,11977214.21,45855672.35,25710683.44,7407567.86,3385787.746,0,432766.963,0,0,1703266.272,86948265.46,136688270.5,48618992.18,16270296.37,21352089.38,165896.5026,3978047.957,0,0,25759791.36,0,0,22437551.72,0,0,0,46620366.4,82432735.65,605043885.5,648144967.7,15041219.15,39141603.12,143878014.5,134538246.8,49583896.49,9357575.038,20058757.24,1303175.232,28549166.18,129085492.1,110004912.2,43758363.74,30934270.66,,
Ireland,IRL,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,,,,,,,,,,,0.250204391,0.145739925,0.151813916,0.520592067,0.707845322,0.106114239,0.070505843,0.098158199,0.105112278,0.291750792,0.227718421,0.173013505,0.09345844,0.232951835,0.322664621,0.317467565,0.121860136,0.04959279,0.301715514,0.447324604,0.192370748,0.108758135,0.087339494,0.079326516,0.069969604,0.055280578,0.061711639,0.085166295,0.012571718,0.006731893,0.055450661,0.03137939,0.022124123,0.013262124,0.041870207,0.055486339,0.313553289,0.287948466,0.024066192,0.030658131,0.085296675,0.078173601,0.03579389,0.011126626,0.012156431,0.00207196,0.064488908,0.134211018,0.146880113,0.074302859,0.009547614,,
Ireland,IRL,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002436675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,IRL,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4459115.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,IRL,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94437732,14.961682,11.81189015,5.938417146,1.43689665,3.134952159,1.734265705,1.577160802,6.761476654,10.52497052,11.18597572,12.17573018,12.53903494,13.00646413,14.12530927,12.88853781,,
Ireland,IRL,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29178210503,30372214463,27521704061,14074048637,2830686401,5831011016,3364475467,2870432660,13590568074,22944435732,25056585624,29587024332,33353832931,38759263104,43788458748,41758862497,,
Ireland,IRL,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175365182,0.166117878,0.15785992,0.145343718,0.13282024,0.123361979,0.112332156,0.099486777,0.089506525,0.082888265,0.073799305,0.067282004,0.063284672,0.055273832,0.050874139,0.047165876,0.044316073,0.044482217,0.047517275,0.05052053,0.045953218,0.04602441,0.043939929,0.038857066,0.032358529,0.026670286,0.021796039,0.019540112,0.019029672,0.019100879,0.019859241,,
Ireland,IRL,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80395472.18,77216384.32,81367377.91,70535867.56,70536145.46,77999972.45,78274393.99,74470175.95,72315892.22,71471262.76,64308248.2,62792028.85,67714598.91,78488841.36,84959812.31,86313553.55,89961627.39,103643565.6,112615942.3,99525443.76,85472984.78,89287355.53,79970670.19,78102702.21,70541594.06,59741441.52,52964374.09,51976699.06,56708423.7,59212723.82,64343940.53,,
Ireland,IRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,7.783,8.159,9.713,11.021,12.281,13.346,13.22,13.774,13.417,14.341,15.571,17.897,19.987,21.401,21.948,21.949,21.105,20.416,20.859,21.455,21.654,20.907,20.117,18.632,17.646,16.082,15.704,15.311,14.702,14.498,15.814,16.584,16.457,15.454,14.375,14.338,15.842,17.063,19.05,20.021,19.615,19.879,19.449,18.854,17.568,16.689,16.387,16.909,16.533,15.939,14.665,12.403,11.332,9.655,8.511,7.924,7.217,6.603,6.37,5.796,5.867,5.941,
Ireland,IRL,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,5.349540234,5.007730007,1.647330046,0.427399993,0.121140003,0.223020002,0.703270018,0.628369987,,0,,0.674549997,,,,,,,,,5.116569996,2.538269997,,,0.893079996,4.466929913,6.091330051,3.844969988,1.09465003,1.617359996,2.001039982,2.244050026,2.071360111,1.445860028,1.260130048,1.27252996,1.008409977,1.219869971,1.13143003,0.690530002,1.417459965,0.430330008,,0.192379996,0.302509993,0.370999992,0.492410004,0.536840022,0.632790029,0.558239996,,
Ireland,IRL,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,5.854119778,5.585840225,1.336380005,0.400240004,,,,,,,,,,,,,,,,,4.48044014,1.683109999,,,0.366279989,3.820650101,5.670119762,2.84017992,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,4.863180161,4.450699806,1.946539998,0.453489989,,,,,,,,,,,,,,,,,5.720059872,3.349960089,,,1.392400026,5.078690052,6.490300179,4.79764986,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,100,100,100,100,100,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
Ireland,IRL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,100,100,100,100,100,100,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
Ireland,IRL,Age dependency ratio (% of working-age population),SP.POP.DPND,73.2009415,73.21263316,72.52014271,71.89739369,72.15875445,73.21550048,73.7524773,73.51315644,73.17026524,73.002083,73.15407712,73.27698837,72.96882591,72.58031322,72.32264081,72.1543433,72.00482328,71.74712961,71.25176185,70.72570888,70.36384022,70.01460363,69.52466176,68.89756165,68.24082228,67.46018298,66.60359651,65.81288458,65.06060034,64.14220631,62.88381579,61.47544242,60.08851942,58.62624478,57.02719559,55.30827835,53.63941741,52.17815032,50.9581934,49.92283824,49.0184422,48.17254535,47.45997583,47.03117493,46.67688414,46.08660657,45.25806338,44.85246685,45.35366463,46.53394298,48.0354325,49.51612182,50.75270932,51.73033317,52.30954113,52.61847596,52.86836986,53.01508002,53.11278178,53.14159159,53.19132853,53.23846844,53.18723246
Ireland,IRL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.58874114,19.68420155,19.51766992,19.29409198,19.26835157,19.61284924,19.85215882,19.7596779,19.6271513,19.49045307,19.45508797,19.44654216,19.25254639,18.97099977,18.75584936,18.70113622,18.74929284,18.75445432,18.65564461,18.55866259,18.51768284,18.4716214,18.36933791,18.23113169,18.23617859,18.32060924,18.38151611,18.49997026,18.68409482,18.79168118,18.73942568,18.57968587,18.40377112,18.21557661,18.01691163,17.79242515,17.52168791,17.27543377,17.06467378,16.83587684,16.64254284,16.50375486,16.37014894,16.27223115,16.20988358,16.02385475,15.67553843,15.4685639,15.63743746,16.12502593,16.79677216,17.54960629,18.3102183,19.05079429,19.60092542,20.01735231,20.46015432,20.89494661,21.34748116,21.81158303,22.28067049,22.72382267,23.18670547
