"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C04004V04762","Citizenship","UNIT","VALUE"
"PEA25","Estimated Population","2008","2008","2","Female","GB","United Kingdom","Thousand","59"
"PEA25","Estimated Population","2008","2008","2","Female","IE","Ireland","Thousand","1967.2"
"PEA25","Estimated Population","2008","2008","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","79.5"
"PEA25","Estimated Population","2009","2009","-","Both sexes","-","All Countries","Thousand","4533.4"
"PEA25","Estimated Population","2009","2009","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","55.3"
"PEA25","Estimated Population","2009","2009","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","240.8"
"PEA25","Estimated Population","2009","2009","-","Both sexes","GB","United Kingdom","Thousand","117.1"
"PEA25","Estimated Population","2009","2009","-","Both sexes","IE","Ireland","Thousand","3958"
"PEA25","Estimated Population","2009","2009","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","162.2"
"PEA25","Estimated Population","2009","2009","1","Male","-","All Countries","Thousand","2257.3"
"PEA25","Estimated Population","2009","2009","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","25.5"
"PEA25","Estimated Population","2009","2009","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","124.8"
"PEA25","Estimated Population","2009","2009","1","Male","GB","United Kingdom","Thousand","58.3"
"PEA25","Estimated Population","2009","2009","1","Male","IE","Ireland","Thousand","1966.4"
"PEA25","Estimated Population","2009","2009","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","82.3"
"PEA25","Estimated Population","2009","2009","2","Female","-","All Countries","Thousand","2276.1"
"PEA25","Estimated Population","2009","2009","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","29.7"
"PEA25","Estimated Population","2009","2009","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","116"
"PEA25","Estimated Population","2009","2009","2","Female","GB","United Kingdom","Thousand","58.8"
"PEA25","Estimated Population","2009","2009","2","Female","IE","Ireland","Thousand","1991.6"
"PEA25","Estimated Population","2009","2009","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","79.9"
"PEA25","Estimated Population","2010","2010","-","Both sexes","-","All Countries","Thousand","4554.8"
"PEA25","Estimated Population","2010","2010","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","52.4"
"PEA25","Estimated Population","2010","2010","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","233"
"PEA25","Estimated Population","2010","2010","-","Both sexes","GB","United Kingdom","Thousand","115.9"
"PEA25","Estimated Population","2010","2010","-","Both sexes","IE","Ireland","Thousand","3994.7"
"PEA25","Estimated Population","2010","2010","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","158.7"
"PEA25","Estimated Population","2010","2010","1","Male","-","All Countries","Thousand","2262.2"
"PEA25","Estimated Population","2010","2010","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","24"
"PEA25","Estimated Population","2010","2010","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","117.6"
"PEA25","Estimated Population","2010","2010","1","Male","GB","United Kingdom","Thousand","57.7"
"PEA25","Estimated Population","2010","2010","1","Male","IE","Ireland","Thousand","1983.3"
"PEA25","Estimated Population","2010","2010","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","79.6"
"PEA25","Estimated Population","2010","2010","2","Female","-","All Countries","Thousand","2292.6"
"PEA25","Estimated Population","2010","2010","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","28.4"
"PEA25","Estimated Population","2010","2010","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","115.5"
"PEA25","Estimated Population","2010","2010","2","Female","GB","United Kingdom","Thousand","58.2"
"PEA25","Estimated Population","2010","2010","2","Female","IE","Ireland","Thousand","2011.4"
"PEA25","Estimated Population","2010","2010","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","79.1"
"PEA25","Estimated Population","2011","2011","-","Both sexes","-","All Countries","Thousand","4574.9"
"PEA25","Estimated Population","2011","2011","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","49.4"
"PEA25","Estimated Population","2011","2011","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","231.5"
"PEA25","Estimated Population","2011","2011","-","Both sexes","GB","United Kingdom","Thousand","114.9"
"PEA25","Estimated Population","2011","2011","-","Both sexes","IE","Ireland","Thousand","4017.9"
"PEA25","Estimated Population","2011","2011","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","161.2"
"PEA25","Estimated Population","2011","2011","1","Male","-","All Countries","Thousand","2270.5"
"PEA25","Estimated Population","2011","2011","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","23.9"
"PEA25","Estimated Population","2011","2011","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","116.5"
"PEA25","Estimated Population","2011","2011","1","Male","GB","United Kingdom","Thousand","57.8"
"PEA25","Estimated Population","2011","2011","1","Male","IE","Ireland","Thousand","1991.9"
"PEA25","Estimated Population","2011","2011","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","80.4"
"PEA25","Estimated Population","2011","2011","2","Female","-","All Countries","Thousand","2304.4"
"PEA25","Estimated Population","2011","2011","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","25.5"
"PEA25","Estimated Population","2011","2011","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","114.9"
"PEA25","Estimated Population","2011","2011","2","Female","GB","United Kingdom","Thousand","57.1"
"PEA25","Estimated Population","2011","2011","2","Female","IE","Ireland","Thousand","2026"
"PEA25","Estimated Population","2011","2011","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","80.8"
"PEA25","Estimated Population","2012","2012","-","Both sexes","-","All Countries","Thousand","4593.7"
"PEA25","Estimated Population","2012","2012","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","51"
"PEA25","Estimated Population","2012","2012","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","232.7"
"PEA25","Estimated Population","2012","2012","-","Both sexes","GB","United Kingdom","Thousand","111.8"
"PEA25","Estimated Population","2012","2012","-","Both sexes","IE","Ireland","Thousand","4046.6"
"PEA25","Estimated Population","2012","2012","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","151.6"
"PEA25","Estimated Population","2012","2012","1","Male","-","All Countries","Thousand","2275"
"PEA25","Estimated Population","2012","2012","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","24.3"
"PEA25","Estimated Population","2012","2012","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","116.8"
"PEA25","Estimated Population","2012","2012","1","Male","GB","United Kingdom","Thousand","56.1"
"PEA25","Estimated Population","2012","2012","1","Male","IE","Ireland","Thousand","2003.2"
"PEA25","Estimated Population","2012","2012","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","74.7"
"PEA25","Estimated Population","2012","2012","2","Female","-","All Countries","Thousand","2318.7"
"PEA25","Estimated Population","2012","2012","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","26.7"
"PEA25","Estimated Population","2012","2012","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","115.9"
"PEA25","Estimated Population","2012","2012","2","Female","GB","United Kingdom","Thousand","55.7"
"PEA25","Estimated Population","2012","2012","2","Female","IE","Ireland","Thousand","2043.4"
"PEA25","Estimated Population","2012","2012","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","76.9"
"PEA25","Estimated Population","2013","2013","-","Both sexes","-","All Countries","Thousand","4614.7"
"PEA25","Estimated Population","2013","2013","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","53.2"
"PEA25","Estimated Population","2013","2013","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","234.5"
"PEA25","Estimated Population","2013","2013","-","Both sexes","GB","United Kingdom","Thousand","109.2"
"PEA25","Estimated Population","2013","2013","-","Both sexes","IE","Ireland","Thousand","4080.7"
"PEA25","Estimated Population","2013","2013","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","137.1"
"PEA25","Estimated Population","2013","2013","1","Male","-","All Countries","Thousand","2286.1"
"PEA25","Estimated Population","2013","2013","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","25.8"
"PEA25","Estimated Population","2013","2013","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","117.5"
"PEA25","Estimated Population","2013","2013","1","Male","GB","United Kingdom","Thousand","55"
"PEA25","Estimated Population","2013","2013","1","Male","IE","Ireland","Thousand","2019.4"
"PEA25","Estimated Population","2013","2013","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","68.4"
"PEA25","Estimated Population","2013","2013","2","Female","-","All Countries","Thousand","2328.5"
"PEA25","Estimated Population","2013","2013","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","27.4"
"PEA25","Estimated Population","2013","2013","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","117"
"PEA25","Estimated Population","2013","2013","2","Female","GB","United Kingdom","Thousand","54.1"
"PEA25","Estimated Population","2013","2013","2","Female","IE","Ireland","Thousand","2061.3"
"PEA25","Estimated Population","2013","2013","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","68.7"
"PEA25","Estimated Population","2014","2014","-","Both sexes","-","All Countries","Thousand","4645.4"
"PEA25","Estimated Population","2014","2014","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","56.9"
"PEA25","Estimated Population","2014","2014","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","242.8"
"PEA25","Estimated Population","2014","2014","-","Both sexes","GB","United Kingdom","Thousand","107.1"
"PEA25","Estimated Population","2014","2014","-","Both sexes","IE","Ireland","Thousand","4117.6"
"PEA25","Estimated Population","2014","2014","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","121"
"PEA25","Estimated Population","2014","2014","1","Male","-","All Countries","Thousand","2299"
"PEA25","Estimated Population","2014","2014","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","27.6"
"PEA25","Estimated Population","2014","2014","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","121.5"
"PEA25","Estimated Population","2014","2014","1","Male","GB","United Kingdom","Thousand","54.1"
"PEA25","Estimated Population","2014","2014","1","Male","IE","Ireland","Thousand","2036"
"PEA25","Estimated Population","2014","2014","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","59.8"
"PEA25","Estimated Population","2014","2014","2","Female","-","All Countries","Thousand","2346.4"
"PEA25","Estimated Population","2014","2014","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","29.3"
"PEA25","Estimated Population","2014","2014","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","121.3"
"PEA25","Estimated Population","2014","2014","2","Female","GB","United Kingdom","Thousand","53"
"PEA25","Estimated Population","2014","2014","2","Female","IE","Ireland","Thousand","2081.6"
"PEA25","Estimated Population","2014","2014","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","61.2"
"PEA25","Estimated Population","2015","2015","-","Both sexes","-","All Countries","Thousand","4687.8"
"PEA25","Estimated Population","2015","2015","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","60.3"
"PEA25","Estimated Population","2015","2015","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","247.8"
"PEA25","Estimated Population","2015","2015","-","Both sexes","GB","United Kingdom","Thousand","105.7"
"PEA25","Estimated Population","2015","2015","-","Both sexes","IE","Ireland","Thousand","4152.9"
"PEA25","Estimated Population","2015","2015","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","121.1"
"PEA25","Estimated Population","2015","2015","1","Male","-","All Countries","Thousand","2317.7"
"PEA25","Estimated Population","2015","2015","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","28.4"
"PEA25","Estimated Population","2015","2015","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","123.5"
"PEA25","Estimated Population","2015","2015","1","Male","GB","United Kingdom","Thousand","53.6"
"PEA25","Estimated Population","2015","2015","1","Male","IE","Ireland","Thousand","2052.1"
"PEA25","Estimated Population","2015","2015","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","60.1"
"PEA25","Estimated Population","2015","2015","2","Female","-","All Countries","Thousand","2370.1"
"PEA25","Estimated Population","2015","2015","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","31.9"
"PEA25","Estimated Population","2015","2015","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","124.2"
"PEA25","Estimated Population","2015","2015","2","Female","GB","United Kingdom","Thousand","52.2"
"PEA25","Estimated Population","2015","2015","2","Female","IE","Ireland","Thousand","2100.8"
"PEA25","Estimated Population","2015","2015","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","61"
"PEA25","Estimated Population","2016","2016","-","Both sexes","-","All Countries","Thousand","4739.6"
"PEA25","Estimated Population","2016","2016","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","64.9"
"PEA25","Estimated Population","2016","2016","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","249.4"
"PEA25","Estimated Population","2016","2016","-","Both sexes","GB","United Kingdom","Thousand","105.7"
"PEA25","Estimated Population","2016","2016","-","Both sexes","IE","Ireland","Thousand","4189.1"
"PEA25","Estimated Population","2016","2016","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","130.4"
"PEA25","Estimated Population","2016","2016","1","Male","-","All Countries","Thousand","2346.5"
"PEA25","Estimated Population","2016","2016","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","31.3"
"PEA25","Estimated Population","2016","2016","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","123.5"
"PEA25","Estimated Population","2016","2016","1","Male","GB","United Kingdom","Thousand","54.2"
"PEA25","Estimated Population","2016","2016","1","Male","IE","Ireland","Thousand","2071.4"
"PEA25","Estimated Population","2016","2016","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","66.1"
"PEA25","Estimated Population","2016","2016","2","Female","-","All Countries","Thousand","2393.1"
"PEA25","Estimated Population","2016","2016","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","33.5"
"PEA25","Estimated Population","2016","2016","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","125.9"
"PEA25","Estimated Population","2016","2016","2","Female","GB","United Kingdom","Thousand","51.6"
"PEA25","Estimated Population","2016","2016","2","Female","IE","Ireland","Thousand","2117.7"
"PEA25","Estimated Population","2016","2016","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","64.4"
"PEA25","Estimated Population","2017","2017","-","Both sexes","-","All Countries","Thousand","4810.9"
"PEA25","Estimated Population","2017","2017","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","69.5"
"PEA25","Estimated Population","2017","2017","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","246.9"
"PEA25","Estimated Population","2017","2017","-","Both sexes","GB","United Kingdom","Thousand","103.3"
"PEA25","Estimated Population","2017","2017","-","Both sexes","IE","Ireland","Thousand","4245.3"
"PEA25","Estimated Population","2017","2017","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","145.9"
"PEA25","Estimated Population","2017","2017","1","Male","-","All Countries","Thousand","2380.8"
"PEA25","Estimated Population","2017","2017","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","33.2"
"PEA25","Estimated Population","2017","2017","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","122.1"
"PEA25","Estimated Population","2017","2017","1","Male","GB","United Kingdom","Thousand","53.1"
"PEA25","Estimated Population","2017","2017","1","Male","IE","Ireland","Thousand","2099.2"
"PEA25","Estimated Population","2017","2017","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","73.2"
"PEA25","Estimated Population","2017","2017","2","Female","-","All Countries","Thousand","2430.1"
"PEA25","Estimated Population","2017","2017","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","36.4"
"PEA25","Estimated Population","2017","2017","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","124.7"
"PEA25","Estimated Population","2017","2017","2","Female","GB","United Kingdom","Thousand","50.3"
"PEA25","Estimated Population","2017","2017","2","Female","IE","Ireland","Thousand","2146"
"PEA25","Estimated Population","2017","2017","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","72.7"
"PEA25","Estimated Population","2018","2018","-","Both sexes","-","All Countries","Thousand","4884.9"
"PEA25","Estimated Population","2018","2018","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","74.3"
"PEA25","Estimated Population","2018","2018","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","247.9"
"PEA25","Estimated Population","2018","2018","-","Both sexes","GB","United Kingdom","Thousand","103"
"PEA25","Estimated Population","2018","2018","-","Both sexes","IE","Ireland","Thousand","4292.3"
"PEA25","Estimated Population","2018","2018","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","167.5"
"PEA25","Estimated Population","2018","2018","1","Male","-","All Countries","Thousand","2419.5"
"PEA25","Estimated Population","2018","2018","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","35.5"
"PEA25","Estimated Population","2018","2018","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","122.5"
"PEA25","Estimated Population","2018","2018","1","Male","GB","United Kingdom","Thousand","53.3"
"PEA25","Estimated Population","2018","2018","1","Male","IE","Ireland","Thousand","2123.5"
"PEA25","Estimated Population","2018","2018","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","84.8"
"PEA25","Estimated Population","2018","2018","2","Female","-","All Countries","Thousand","2465.4"
"PEA25","Estimated Population","2018","2018","2","Female","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","38.8"
"PEA25","Estimated Population","2018","2018","2","Female","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","125.4"
"PEA25","Estimated Population","2018","2018","2","Female","GB","United Kingdom","Thousand","49.7"
"PEA25","Estimated Population","2018","2018","2","Female","IE","Ireland","Thousand","2168.8"
"PEA25","Estimated Population","2018","2018","2","Female","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","82.7"
"PEA25","Estimated Population","2019","2019","-","Both sexes","-","All Countries","Thousand","4958.5"
"PEA25","Estimated Population","2019","2019","-","Both sexes","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","82.3"
"PEA25","Estimated Population","2019","2019","-","Both sexes","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","245.2"
"PEA25","Estimated Population","2019","2019","-","Both sexes","GB","United Kingdom","Thousand","102.7"
"PEA25","Estimated Population","2019","2019","-","Both sexes","IE","Ireland","Thousand","4336.5"
"PEA25","Estimated Population","2019","2019","-","Both sexes","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","191.7"
"PEA25","Estimated Population","2019","2019","1","Male","-","All Countries","Thousand","2456.3"
"PEA25","Estimated Population","2019","2019","1","Male","E1420XIE","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Thousand","39.4"
"PEA25","Estimated Population","2019","2019","1","Male","E15E2720","EU15 to EU27 (accession countries joined post 2004)","Thousand","121"
"PEA25","Estimated Population","2019","2019","1","Male","GB","United Kingdom","Thousand","53.5"
"PEA25","Estimated Population","2019","2019","1","Male","IE","Ireland","Thousand","2145.2"
"PEA25","Estimated Population","2019","2019","1","Male","ZZZZ2","All countries excluding Ireland,United Kingdom and EU272020","Thousand","97.3"
"PEA25","Estimated Population","2019","2019","2","Female","-","All Countries","Thousand","2502.2"
